id,user_id,transaction_date,transaction_type,amount,subscription_tier,status
432,90,"2024-08-07 20:08:34",one_time,27.00,free,completed
433,90,"2025-08-01 13:18:14",mrr,0.00,free,completed
434,91,"2025-11-23 07:15:16",refund,-25.00,professional,completed
435,91,"2025-10-31 15:36:06",refund,-78.00,professional,completed
436,91,"2025-10-31 09:49:30",one_time,444.00,professional,completed
437,92,"2025-11-13 03:54:31",one_time,241.00,starter,pending
438,92,"2025-06-17 06:57:59",mrr,29.00,starter,completed
439,92,"2025-09-14 15:15:19",one_time,428.00,starter,completed
440,93,"2025-05-21 11:54:30",mrr,99.00,professional,completed
441,93,"2024-08-08 05:23:52",refund,-25.00,professional,completed
442,93,"2025-07-07 05:40:53",one_time,209.00,professional,completed
443,93,"2025-01-25 00:14:36",refund,-57.00,professional,pending
444,94,"2025-11-04 18:23:38",mrr,0.00,free,pending
445,94,"2025-08-30 11:56:20",mrr,0.00,free,pending
446,95,"2024-08-15 09:06:28",mrr,99.00,professional,completed
447,95,"2025-11-21 08:18:54",one_time,171.00,professional,pending
448,95,"2024-12-13 21:47:31",one_time,210.00,professional,completed
449,95,"2025-03-30 00:44:06",refund,-83.00,professional,completed
450,95,"2025-05-17 10:22:07",one_time,246.00,professional,completed
451,95,"2025-05-10 15:13:22",refund,-25.00,professional,pending
452,96,"2025-06-14 00:13:40",refund,-10.00,starter,failed
453,96,"2025-07-06 01:32:51",one_time,257.00,starter,completed
454,96,"2025-06-25 21:55:32",mrr,29.00,starter,completed
455,96,"2025-08-29 16:15:07",refund,-20.00,starter,completed
456,96,"2025-05-04 10:16:11",refund,-29.00,starter,failed
457,96,"2025-11-15 10:32:14",refund,-15.00,starter,failed
458,96,"2025-08-02 06:31:21",mrr,29.00,starter,pending
459,96,"2025-07-12 02:54:47",one_time,87.00,starter,completed
460,97,"2025-09-25 22:58:39",mrr,99.00,professional,failed
461,97,"2025-11-29 14:59:38",refund,-24.00,professional,failed
462,97,"2025-04-21 21:05:18",one_time,124.00,professional,completed
463,97,"2025-04-29 13:14:27",one_time,167.00,professional,completed
464,98,"2025-11-14 05:29:37",mrr,29.00,starter,failed
465,98,"2025-10-21 11:55:27",refund,-29.00,starter,failed
466,99,"2025-06-02 09:29:21",one_time,129.00,professional,completed
467,99,"2025-03-27 12:13:42",one_time,186.00,professional,failed
468,99,"2025-06-29 03:03:40",mrr,99.00,professional,pending
469,99,"2024-10-15 09:15:52",one_time,298.00,professional,completed
470,99,"2025-05-26 04:09:32",one_time,315.00,professional,completed
471,99,"2024-09-16 00:09:47",one_time,162.00,professional,completed
472,99,"2025-02-22 19:45:27",refund,-68.00,professional,completed
473,100,"2024-04-21 19:22:54",mrr,0.00,free,completed
474,100,"2025-09-09 12:41:08",mrr,0.00,free,completed
475,100,"2024-12-13 04:33:45",mrr,0.00,free,completed
476,100,"2024-07-27 21:14:00",one_time,37.00,free,completed
477,100,"2025-10-30 03:30:52",mrr,0.00,free,completed
478,100,"2024-10-25 18:33:31",mrr,0.00,free,completed
479,101,"2025-10-04 14:36:36",mrr,0.00,free,pending
480,101,"2023-10-30 08:38:14",mrr,0.00,free,failed
481,101,"2025-07-01 09:55:10",one_time,28.00,free,pending
482,101,"2024-09-07 12:10:52",mrr,0.00,free,pending
483,101,"2025-09-30 08:42:45",mrr,0.00,free,completed
484,101,"2024-10-07 13:49:05",mrr,0.00,free,completed
485,102,"2025-02-23 21:07:06",one_time,391.00,professional,completed
486,102,"2025-08-26 08:22:22",mrr,99.00,professional,failed
487,102,"2025-07-09 03:10:31",mrr,99.00,professional,completed
488,102,"2025-08-21 00:01:05",one_time,259.00,professional,completed
489,103,"2025-11-14 18:56:38",one_time,480.00,enterprise,completed
490,103,"2025-11-21 02:07:15",mrr,299.00,enterprise,failed
491,103,"2025-11-25 02:26:02",one_time,186.00,enterprise,completed
492,103,"2025-11-27 13:41:11",one_time,311.00,enterprise,completed
493,104,"2025-06-19 23:50:02",one_time,45.00,starter,completed
494,104,"2025-08-27 14:37:38",mrr,29.00,starter,completed
495,104,"2025-03-12 11:41:18",one_time,438.00,starter,completed
496,104,"2025-08-19 21:08:24",refund,-14.00,starter,failed
497,104,"2025-03-15 04:31:54",mrr,29.00,starter,completed
498,104,"2025-07-18 04:47:08",mrr,29.00,starter,pending
499,104,"2025-05-11 23:06:50",mrr,29.00,starter,failed
500,105,"2025-11-04 19:44:52",mrr,29.00,starter,completed
501,105,"2025-01-25 18:49:33",one_time,177.00,starter,pending
502,105,"2025-08-03 07:23:55",mrr,29.00,starter,pending
503,106,"2024-10-31 01:32:50",refund,-178.00,enterprise,completed
504,106,"2024-11-12 00:49:00",mrr,299.00,enterprise,completed
505,106,"2023-03-09 10:09:50",refund,-29.00,enterprise,completed
506,106,"2024-10-04 19:41:37",one_time,457.00,enterprise,completed
507,106,"2024-09-11 06:57:55",mrr,299.00,enterprise,failed
508,106,"2023-07-09 09:44:06",one_time,175.00,enterprise,completed
509,107,"2024-05-22 04:39:06",mrr,99.00,professional,completed
510,107,"2024-07-06 20:39:20",mrr,99.00,professional,completed
511,107,"2025-04-26 05:09:44",mrr,99.00,professional,completed
512,107,"2025-10-16 07:33:03",refund,-73.00,professional,completed
513,107,"2024-01-30 04:47:26",mrr,99.00,professional,completed
514,107,"2025-09-27 06:09:40",refund,-97.00,professional,pending
515,107,"2025-08-24 16:19:40",refund,-14.00,professional,completed
516,108,"2024-04-08 11:33:13",refund,-124.00,enterprise,completed
517,109,"2025-07-24 04:14:39",one_time,90.00,starter,completed
518,110,"2025-09-05 23:10:07",one_time,235.00,enterprise,completed
519,110,"2025-08-21 04:39:58",mrr,299.00,enterprise,pending
520,110,"2025-11-09 18:01:51",one_time,10.00,enterprise,failed
521,111,"2025-05-27 08:56:52",one_time,108.00,enterprise,completed
522,111,"2023-03-03 00:54:19",mrr,299.00,enterprise,completed
523,111,"2025-04-19 03:02:07",refund,-55.00,enterprise,pending
524,112,"2025-10-13 05:41:09",mrr,0.00,free,completed
525,112,"2023-11-21 20:19:43",mrr,0.00,free,completed
526,112,"2025-07-23 03:51:05",mrr,0.00,free,completed
527,113,"2025-01-08 16:54:26",one_time,251.00,professional,pending
528,113,"2025-03-13 08:46:04",mrr,99.00,professional,failed
529,113,"2024-11-09 04:26:42",one_time,17.00,professional,failed
530,113,"2024-11-18 20:03:20",mrr,99.00,professional,failed
531,113,"2025-10-17 06:12:04",mrr,99.00,professional,completed
532,113,"2025-08-01 20:03:38",refund,-51.00,professional,failed
533,114,"2023-02-01 10:32:39",mrr,0.00,free,completed
534,115,"2024-08-31 10:50:22",one_time,155.00,enterprise,failed
535,115,"2025-10-23 00:34:28",mrr,299.00,enterprise,failed
536,115,"2025-04-12 13:43:02",refund,-58.00,enterprise,completed
537,116,"2024-06-04 22:51:40",mrr,0.00,free,completed
538,116,"2025-10-14 08:32:03",mrr,0.00,free,completed
539,116,"2025-01-05 21:34:55",mrr,0.00,free,completed
540,116,"2025-02-06 16:54:53",mrr,0.00,free,pending
541,116,"2025-06-12 07:12:56",mrr,0.00,free,pending
542,116,"2024-08-07 02:26:49",mrr,0.00,free,completed
543,116,"2024-03-17 01:29:18",mrr,0.00,free,completed
544,116,"2025-08-12 08:23:04",mrr,0.00,free,failed
545,117,"2024-07-18 13:27:04",refund,-245.00,enterprise,pending
546,117,"2025-11-25 05:26:15",refund,-255.00,enterprise,failed
547,118,"2024-02-15 08:54:08",mrr,99.00,professional,completed
548,118,"2025-07-28 04:56:48",one_time,169.00,professional,completed
549,119,"2025-09-29 06:39:53",mrr,299.00,enterprise,completed
550,119,"2025-10-25 13:01:05",one_time,374.00,enterprise,failed
551,119,"2025-10-02 21:29:47",one_time,481.00,enterprise,completed
552,119,"2025-03-01 21:20:42",mrr,299.00,enterprise,completed
553,119,"2025-02-11 19:39:51",mrr,299.00,enterprise,completed
554,119,"2025-11-29 09:41:43",one_time,447.00,enterprise,pending
555,119,"2025-07-13 10:18:05",one_time,19.00,enterprise,completed
556,120,"2024-03-03 01:01:33",mrr,299.00,enterprise,pending
557,120,"2024-08-30 14:25:48",mrr,299.00,enterprise,completed
558,120,"2025-04-10 21:25:27",one_time,105.00,enterprise,completed
559,121,"2024-07-14 09:27:12",one_time,287.00,professional,completed
560,121,"2023-07-14 11:20:48",one_time,399.00,professional,pending
561,121,"2025-07-05 06:52:43",mrr,99.00,professional,completed
562,121,"2025-10-31 19:41:41",refund,-61.00,professional,failed
563,121,"2025-10-10 23:39:01",mrr,99.00,professional,completed
564,121,"2023-09-23 20:46:15",refund,-21.00,professional,completed
565,122,"2024-01-11 10:50:23",mrr,99.00,professional,completed
566,122,"2024-02-20 14:55:51",refund,-26.00,professional,completed
567,122,"2023-04-19 13:46:53",one_time,106.00,professional,failed
568,123,"2025-04-01 12:04:10",mrr,0.00,free,completed
569,124,"2024-07-23 11:48:39",mrr,0.00,free,completed
570,124,"2025-04-09 15:04:23",mrr,0.00,free,completed
571,124,"2025-09-17 05:32:04",mrr,0.00,free,completed
572,125,"2025-07-24 08:20:05",mrr,0.00,free,completed
573,125,"2024-11-21 03:45:06",mrr,0.00,free,failed
574,125,"2025-02-25 16:16:51",mrr,0.00,free,failed
575,125,"2024-11-12 07:40:18",mrr,0.00,free,completed
576,125,"2024-10-23 08:26:45",mrr,0.00,free,failed
577,126,"2025-11-23 23:29:01",mrr,0.00,free,completed
578,126,"2025-11-18 13:43:59",mrr,0.00,free,completed
579,126,"2025-11-20 09:23:32",mrr,0.00,free,failed
580,126,"2025-10-28 07:07:05",mrr,0.00,free,completed
581,126,"2025-09-24 09:35:13",mrr,0.00,free,completed
582,126,"2025-11-26 13:30:54",mrr,0.00,free,failed
583,126,"2025-10-24 11:03:18",mrr,0.00,free,completed
584,126,"2025-11-16 01:17:11",one_time,22.00,free,pending
585,127,"2025-04-26 14:19:53",one_time,163.00,professional,completed
586,127,"2024-12-03 02:13:06",refund,-91.00,professional,pending
587,128,"2023-08-31 01:43:58",one_time,152.00,enterprise,completed
588,128,"2024-03-21 18:44:14",one_time,112.00,enterprise,pending
589,128,"2025-01-31 14:38:38",refund,-249.00,enterprise,completed
590,128,"2025-10-14 05:04:45",refund,-136.00,enterprise,pending
591,128,"2024-12-26 05:03:54",one_time,120.00,enterprise,completed
592,128,"2023-03-22 13:17:14",mrr,299.00,enterprise,failed
593,128,"2025-11-18 11:23:11",mrr,299.00,enterprise,completed
594,128,"2024-04-18 14:56:14",one_time,155.00,enterprise,failed
595,129,"2025-10-18 23:47:53",one_time,51.00,starter,completed
596,129,"2025-10-22 14:16:44",mrr,29.00,starter,completed
597,129,"2025-10-31 04:41:31",one_time,304.00,starter,completed
598,129,"2025-09-22 09:25:21",refund,-20.00,starter,completed
599,129,"2025-11-03 04:47:37",refund,-19.00,starter,completed
600,129,"2025-10-20 07:30:15",one_time,277.00,starter,completed
601,130,"2025-02-15 21:24:39",one_time,307.00,enterprise,completed
602,130,"2025-06-04 14:27:39",mrr,299.00,enterprise,completed
603,130,"2025-07-12 07:07:04",refund,-61.00,enterprise,completed
604,130,"2024-06-19 12:58:56",one_time,60.00,enterprise,completed
605,130,"2024-12-29 21:51:38",mrr,299.00,enterprise,failed
606,131,"2025-10-17 22:47:52",mrr,0.00,free,completed
607,131,"2025-09-13 14:53:14",mrr,0.00,free,completed
608,131,"2025-10-15 16:39:07",mrr,0.00,free,completed
609,131,"2025-10-26 11:56:11",one_time,38.00,free,pending
610,131,"2025-10-04 23:14:41",mrr,0.00,free,completed
611,131,"2025-09-16 10:12:07",mrr,0.00,free,completed
612,131,"2025-11-27 02:35:54",mrr,0.00,free,completed
613,132,"2025-08-22 19:17:54",refund,-48.00,enterprise,completed
614,132,"2025-07-31 04:56:46",mrr,299.00,enterprise,failed
615,132,"2025-09-02 00:11:56",one_time,47.00,enterprise,completed
616,132,"2023-04-15 06:47:18",refund,-124.00,enterprise,pending
617,132,"2023-12-03 12:11:27",one_time,180.00,enterprise,pending
618,132,"2023-11-02 01:41:58",mrr,299.00,enterprise,completed
619,132,"2024-03-30 10:50:10",mrr,299.00,enterprise,completed
620,132,"2025-08-29 13:17:44",one_time,352.00,enterprise,completed
621,133,"2025-06-05 16:24:05",mrr,0.00,free,completed
622,134,"2025-07-08 04:26:27",mrr,29.00,starter,failed
623,134,"2025-04-11 02:44:38",refund,-13.00,starter,completed
624,134,"2025-03-16 12:38:55",one_time,179.00,starter,completed
625,134,"2025-03-12 23:20:48",one_time,228.00,starter,failed
626,135,"2025-05-15 01:55:35",refund,-27.00,starter,completed
627,135,"2025-10-15 00:38:00",mrr,29.00,starter,completed
628,135,"2025-05-08 01:57:05",refund,-28.00,starter,completed
629,136,"2024-10-24 13:41:30",one_time,97.00,professional,pending
630,136,"2025-10-09 02:45:39",refund,-22.00,professional,failed
631,136,"2025-01-08 12:06:23",one_time,188.00,professional,failed
632,136,"2025-06-16 17:34:31",mrr,99.00,professional,pending
633,137,"2025-03-04 18:24:20",mrr,29.00,starter,completed
634,137,"2025-03-10 05:52:05",mrr,29.00,starter,completed
635,137,"2025-05-01 20:13:24",one_time,283.00,starter,failed
636,138,"2024-03-19 22:00:41",refund,-19.00,starter,completed
637,138,"2023-02-18 04:25:23",one_time,193.00,starter,completed
638,138,"2024-09-24 22:26:43",one_time,137.00,starter,completed
639,138,"2024-08-08 16:50:19",mrr,29.00,starter,completed
640,138,"2025-11-13 22:20:33",one_time,54.00,starter,completed
641,138,"2025-02-06 02:58:16",one_time,12.00,starter,pending
642,138,"2023-11-17 23:23:29",mrr,29.00,starter,failed
643,139,"2025-09-30 10:59:43",one_time,489.00,starter,pending
644,140,"2024-07-12 04:42:07",one_time,191.00,starter,completed
645,141,"2023-07-24 04:23:40",one_time,40.00,free,completed
646,141,"2025-09-07 22:24:40",mrr,0.00,free,completed
647,141,"2025-03-14 13:03:05",mrr,0.00,free,completed
648,141,"2024-03-30 17:23:50",mrr,0.00,free,failed
649,141,"2024-02-22 07:29:52",mrr,0.00,free,completed
650,141,"2024-12-02 12:10:35",mrr,0.00,free,failed
651,142,"2025-09-17 11:54:24",one_time,43.00,starter,pending
652,142,"2025-10-25 22:25:52",mrr,29.00,starter,completed
653,142,"2025-11-30 15:56:51",mrr,29.00,starter,failed
654,142,"2023-03-27 15:58:51",refund,-17.00,starter,completed
655,142,"2025-05-19 02:54:44",mrr,29.00,starter,completed
656,142,"2024-04-23 00:39:08",refund,-12.00,starter,pending
657,142,"2024-07-12 00:51:44",mrr,29.00,starter,completed
658,143,"2025-11-27 09:18:55",mrr,99.00,professional,pending
659,143,"2024-12-01 01:20:44",mrr,99.00,professional,completed
660,143,"2025-07-12 17:43:18",one_time,406.00,professional,failed
661,143,"2024-04-25 11:00:22",one_time,16.00,professional,failed
662,144,"2025-07-23 10:41:32",mrr,99.00,professional,completed
663,144,"2025-06-21 14:59:36",one_time,116.00,professional,pending
664,144,"2025-05-11 02:58:06",mrr,99.00,professional,failed
665,145,"2024-07-27 14:22:06",one_time,154.00,enterprise,completed
666,145,"2025-05-26 23:03:59",one_time,32.00,enterprise,failed
667,145,"2025-08-22 07:18:31",refund,-258.00,enterprise,completed
668,145,"2025-02-24 11:13:53",one_time,125.00,enterprise,failed
669,146,"2025-08-23 15:25:31",one_time,10.00,professional,pending
670,146,"2025-05-25 19:34:30",one_time,33.00,professional,failed
671,146,"2025-08-11 01:10:55",mrr,99.00,professional,completed
672,146,"2025-10-12 18:53:21",mrr,99.00,professional,completed
673,146,"2025-08-18 13:28:03",refund,-96.00,professional,completed
674,146,"2025-09-08 20:40:56",refund,-82.00,professional,pending
675,147,"2025-08-08 13:19:03",mrr,99.00,professional,completed
676,147,"2025-08-29 21:57:25",mrr,99.00,professional,pending
677,147,"2025-09-28 04:00:42",one_time,372.00,professional,pending
678,148,"2024-05-24 20:45:55",mrr,0.00,free,failed
679,148,"2024-02-18 01:41:35",mrr,0.00,free,completed
680,148,"2023-11-10 17:30:48",mrr,0.00,free,completed
681,148,"2025-09-07 00:45:38",one_time,20.00,free,completed
682,148,"2024-01-22 22:32:48",one_time,20.00,free,completed
683,149,"2025-10-02 08:14:44",mrr,299.00,enterprise,pending
684,149,"2025-10-12 16:04:02",refund,-289.00,enterprise,pending
685,149,"2024-03-02 18:48:27",one_time,154.00,enterprise,pending
686,149,"2025-09-01 11:28:25",one_time,314.00,enterprise,completed
687,149,"2025-04-28 06:48:15",refund,-203.00,enterprise,completed
688,150,"2025-11-25 14:45:29",mrr,299.00,enterprise,failed
689,151,"2025-11-07 21:10:56",mrr,99.00,professional,failed
690,151,"2025-07-02 11:38:08",one_time,261.00,professional,pending
691,151,"2025-05-31 17:25:44",mrr,99.00,professional,completed
692,151,"2025-07-30 03:56:26",one_time,432.00,professional,failed
693,152,"2025-04-19 12:50:31",mrr,299.00,enterprise,failed
694,152,"2025-08-10 09:22:43",mrr,299.00,enterprise,completed
695,152,"2025-07-03 19:53:59",one_time,465.00,enterprise,failed
696,152,"2024-06-12 10:38:18",mrr,299.00,enterprise,completed
697,152,"2023-11-12 17:51:24",one_time,403.00,enterprise,failed
698,152,"2024-11-18 22:48:57",mrr,299.00,enterprise,completed
699,152,"2025-10-26 00:18:08",mrr,299.00,enterprise,completed
700,153,"2025-11-11 15:37:37",mrr,299.00,enterprise,failed
701,153,"2025-11-03 05:19:04",one_time,403.00,enterprise,completed
702,153,"2024-11-19 11:49:01",one_time,344.00,enterprise,pending
703,154,"2024-08-14 09:43:51",mrr,0.00,free,completed
704,154,"2024-04-26 07:01:08",mrr,0.00,free,failed
705,154,"2024-11-21 13:11:02",mrr,0.00,free,pending
706,154,"2024-05-23 01:59:35",mrr,0.00,free,pending
707,154,"2025-01-08 11:07:55",mrr,0.00,free,completed
708,154,"2024-10-04 04:07:40",mrr,0.00,free,completed
709,154,"2024-05-31 19:53:15",mrr,0.00,free,completed
710,155,"2025-11-28 02:40:33",one_time,278.00,professional,completed
711,155,"2025-11-25 07:15:48",one_time,239.00,professional,failed
712,155,"2025-11-29 17:51:20",one_time,307.00,professional,failed
713,156,"2025-09-14 23:17:20",mrr,299.00,enterprise,failed
714,156,"2025-08-16 23:54:34",one_time,409.00,enterprise,failed
715,156,"2025-11-04 09:11:31",one_time,46.00,enterprise,failed
716,156,"2025-07-21 05:46:45",one_time,482.00,enterprise,pending
717,157,"2025-08-08 20:55:55",refund,-17.00,starter,completed
718,157,"2025-09-03 08:39:37",mrr,29.00,starter,failed
719,157,"2025-06-09 09:48:28",one_time,146.00,starter,completed
720,157,"2025-09-20 16:56:54",refund,-11.00,starter,failed
721,158,"2024-07-25 16:31:31",refund,-110.00,enterprise,failed
722,158,"2024-05-20 04:16:26",refund,-298.00,enterprise,failed
723,159,"2024-07-04 18:15:47",one_time,187.00,enterprise,failed
724,159,"2025-04-09 19:59:58",one_time,403.00,enterprise,completed
725,159,"2025-02-09 22:45:03",mrr,299.00,enterprise,completed
726,159,"2025-06-28 09:46:32",refund,-250.00,enterprise,completed
727,160,"2024-09-12 04:23:30",refund,-29.00,starter,pending
728,160,"2025-05-14 01:56:39",one_time,19.00,starter,completed
729,161,"2025-11-17 02:08:19",one_time,368.00,starter,failed
730,161,"2025-05-20 19:15:57",one_time,454.00,starter,failed
731,161,"2025-06-11 05:26:39",one_time,349.00,starter,completed
732,161,"2025-09-23 23:55:00",refund,-13.00,starter,failed
733,161,"2025-01-08 21:18:25",refund,-24.00,starter,completed
734,161,"2024-11-20 22:48:29",mrr,29.00,starter,failed
735,162,"2024-09-04 13:23:41",mrr,0.00,free,completed
736,162,"2024-02-03 23:54:20",mrr,0.00,free,completed
737,162,"2024-09-06 15:39:02",mrr,0.00,free,completed
738,162,"2024-08-14 05:48:44",mrr,0.00,free,completed
739,162,"2025-07-08 09:15:11",mrr,0.00,free,completed
740,162,"2024-03-06 12:40:41",mrr,0.00,free,pending
741,162,"2025-05-29 15:58:42",mrr,0.00,free,completed
742,162,"2024-10-07 07:59:03",mrr,0.00,free,pending
743,163,"2025-08-28 15:57:07",one_time,106.00,starter,failed
744,163,"2025-05-30 01:45:57",mrr,29.00,starter,pending
745,163,"2025-01-24 07:26:25",one_time,43.00,starter,failed
746,163,"2025-02-10 21:18:17",one_time,330.00,starter,completed
747,164,"2025-08-22 21:38:44",mrr,99.00,professional,completed
748,164,"2025-09-23 20:01:15",refund,-64.00,professional,pending
749,164,"2025-09-18 02:02:53",refund,-86.00,professional,pending
750,164,"2025-06-25 10:15:19",mrr,99.00,professional,failed
751,164,"2025-05-21 09:24:39",mrr,99.00,professional,completed
752,164,"2025-09-26 02:38:01",refund,-75.00,professional,completed
753,164,"2025-03-04 19:37:03",mrr,99.00,professional,completed
754,165,"2025-06-21 07:05:16",refund,-15.00,starter,completed
755,165,"2025-11-02 17:49:30",one_time,153.00,starter,completed
756,166,"2025-10-05 14:11:13",refund,-149.00,enterprise,completed
757,166,"2025-11-01 16:20:39",refund,-275.00,enterprise,failed
758,166,"2025-09-25 04:14:26",one_time,248.00,enterprise,completed
759,167,"2025-08-14 06:21:41",one_time,32.00,free,completed
760,167,"2025-10-13 06:17:48",mrr,0.00,free,completed
761,167,"2025-10-12 17:12:17",mrr,0.00,free,pending
762,167,"2025-03-22 04:02:25",mrr,0.00,free,completed
763,167,"2024-11-08 08:29:11",mrr,0.00,free,pending
764,167,"2024-07-15 07:48:46",mrr,0.00,free,completed
765,167,"2024-05-02 16:16:56",mrr,0.00,free,completed
766,168,"2025-10-19 21:23:23",mrr,0.00,free,completed
767,168,"2025-02-12 23:23:59",mrr,0.00,free,failed
768,168,"2025-05-27 11:29:16",mrr,0.00,free,completed
769,168,"2025-09-11 15:40:43",mrr,0.00,free,completed
770,168,"2025-09-19 07:25:22",mrr,0.00,free,completed
771,168,"2025-09-06 02:44:51",mrr,0.00,free,pending
772,169,"2025-11-16 01:05:04",one_time,358.00,enterprise,pending
773,169,"2025-09-12 01:50:28",refund,-141.00,enterprise,completed
774,170,"2024-11-28 19:06:35",one_time,33.00,starter,completed
775,170,"2025-03-15 10:03:59",refund,-23.00,starter,pending
776,171,"2025-06-17 01:08:39",one_time,34.00,enterprise,completed
777,171,"2025-10-26 20:21:02",mrr,299.00,enterprise,completed
778,171,"2025-10-26 11:46:29",refund,-107.00,enterprise,completed
779,171,"2024-10-30 08:36:03",one_time,435.00,enterprise,failed
780,171,"2025-07-30 10:04:58",one_time,10.00,enterprise,failed
781,171,"2025-08-26 10:05:24",one_time,389.00,enterprise,completed
782,172,"2025-11-29 02:06:00",refund,-61.00,professional,completed
783,172,"2025-10-17 04:21:57",one_time,335.00,professional,pending
784,172,"2025-09-17 12:12:14",mrr,99.00,professional,completed
785,172,"2025-11-05 19:42:30",mrr,99.00,professional,pending
786,172,"2025-11-12 08:50:28",mrr,99.00,professional,pending
787,172,"2025-10-05 23:07:53",one_time,69.00,professional,completed
788,172,"2025-10-14 21:10:25",refund,-34.00,professional,completed
789,172,"2025-11-19 01:57:08",mrr,99.00,professional,completed
790,173,"2025-04-08 23:35:49",mrr,0.00,free,pending
791,173,"2024-07-10 05:23:01",mrr,0.00,free,completed
792,173,"2024-02-12 12:04:38",mrr,0.00,free,completed
793,173,"2025-08-27 21:03:07",mrr,0.00,free,completed
794,174,"2024-02-28 01:31:02",mrr,299.00,enterprise,failed
795,174,"2023-08-25 20:30:43",mrr,299.00,enterprise,completed
796,175,"2025-06-19 19:42:02",one_time,470.00,enterprise,failed
797,175,"2024-03-18 01:08:12",refund,-68.00,enterprise,failed
798,175,"2024-03-10 21:53:12",mrr,299.00,enterprise,completed
799,175,"2024-06-01 00:02:51",one_time,341.00,enterprise,completed
800,176,"2025-02-19 22:24:33",one_time,296.00,enterprise,completed
801,177,"2024-01-06 09:21:42",mrr,299.00,enterprise,completed
802,177,"2025-02-03 12:01:19",mrr,299.00,enterprise,pending
803,177,"2024-08-28 03:22:33",mrr,299.00,enterprise,pending
804,177,"2024-09-05 16:22:10",one_time,209.00,enterprise,failed
805,177,"2024-04-27 13:37:55",one_time,254.00,enterprise,completed
806,178,"2025-11-13 04:14:37",refund,-150.00,enterprise,pending
807,178,"2025-11-22 10:46:33",mrr,299.00,enterprise,failed
808,178,"2025-10-14 00:21:57",mrr,299.00,enterprise,completed
809,179,"2025-08-05 03:44:33",refund,-105.00,enterprise,failed
810,179,"2025-01-21 19:06:38",refund,-223.00,enterprise,pending
811,179,"2025-08-21 11:26:45",mrr,299.00,enterprise,completed
812,179,"2025-03-06 12:20:35",one_time,100.00,enterprise,completed
813,179,"2025-07-09 01:29:46",mrr,299.00,enterprise,pending
814,179,"2025-09-28 12:19:31",refund,-82.00,enterprise,pending
815,179,"2025-10-01 11:29:32",mrr,299.00,enterprise,pending
816,179,"2025-03-02 09:01:12",one_time,45.00,enterprise,completed
817,180,"2025-03-31 00:53:41",one_time,43.00,free,failed
818,180,"2025-08-08 19:54:01",mrr,0.00,free,failed
819,180,"2025-03-06 19:46:07",one_time,33.00,free,failed
820,180,"2025-01-02 06:01:51",one_time,50.00,free,failed
821,180,"2025-01-21 18:51:56",mrr,0.00,free,completed
822,180,"2024-12-03 11:46:13",mrr,0.00,free,failed
823,180,"2025-04-06 21:01:34",mrr,0.00,free,completed
824,180,"2025-02-05 21:14:34",mrr,0.00,free,completed
825,181,"2024-05-11 19:11:10",mrr,99.00,professional,failed
826,181,"2024-09-30 19:36:41",mrr,99.00,professional,failed
827,181,"2023-12-18 00:14:48",refund,-41.00,professional,completed
828,181,"2024-11-21 18:26:06",refund,-89.00,professional,completed
829,182,"2025-10-09 06:57:53",refund,-11.00,starter,completed
830,182,"2025-07-18 00:15:13",mrr,29.00,starter,pending
831,182,"2025-08-14 03:10:16",refund,-27.00,starter,completed
832,182,"2025-10-25 13:54:46",refund,-17.00,starter,pending
833,182,"2025-11-27 21:28:52",mrr,29.00,starter,completed
834,182,"2025-10-07 00:15:10",refund,-12.00,starter,completed
835,182,"2024-11-07 08:23:37",one_time,71.00,starter,completed
836,182,"2025-01-04 10:53:12",mrr,29.00,starter,pending
837,183,"2024-07-10 05:26:45",refund,-203.00,enterprise,completed
838,183,"2024-05-17 18:00:36",refund,-122.00,enterprise,completed
839,184,"2025-09-08 11:26:40",one_time,192.00,professional,pending
840,184,"2025-09-12 21:51:22",one_time,364.00,professional,completed
841,184,"2025-11-15 23:28:49",one_time,250.00,professional,completed
842,184,"2025-09-24 02:25:31",mrr,99.00,professional,failed
843,184,"2025-11-05 13:09:31",one_time,34.00,professional,completed
844,184,"2025-09-18 18:25:37",one_time,94.00,professional,failed
845,185,"2025-11-10 09:00:04",mrr,0.00,free,completed
846,185,"2025-10-10 21:46:42",mrr,0.00,free,completed
847,185,"2025-11-22 14:37:45",mrr,0.00,free,completed
848,185,"2025-11-25 05:07:32",one_time,30.00,free,failed
849,185,"2025-09-27 08:29:04",mrr,0.00,free,pending
850,185,"2025-10-04 23:19:27",mrr,0.00,free,pending
851,185,"2025-09-12 19:19:59",mrr,0.00,free,failed
852,185,"2025-11-19 17:28:39",mrr,0.00,free,completed
853,186,"2025-04-26 06:24:21",mrr,29.00,starter,completed
854,186,"2024-09-27 11:54:15",one_time,458.00,starter,completed
855,187,"2025-08-08 20:09:02",mrr,0.00,free,failed
856,187,"2025-10-28 01:27:09",mrr,0.00,free,completed
857,188,"2025-09-26 05:49:09",one_time,202.00,enterprise,completed
858,188,"2025-07-28 04:34:13",mrr,299.00,enterprise,completed
859,188,"2025-07-20 00:01:58",refund,-24.00,enterprise,failed
860,189,"2025-03-03 20:20:20",mrr,299.00,enterprise,pending
861,189,"2024-10-07 01:40:51",one_time,132.00,enterprise,pending
862,189,"2025-01-11 10:39:57",mrr,299.00,enterprise,failed
863,190,"2024-10-25 19:50:58",refund,-27.00,starter,pending
