id,user_id,metric_date,login_count,feature_usage,features_used_count,support_tickets_opened,support_tickets_resolved,session_duration_minutes
373,109,2023-09-10,5,"analytics,analytics,collaboration,notifications",4,0,0,29.0
374,109,2023-09-19,0,"api,dashboard,search,notifications,api",5,5,4,30.0
375,109,2024-10-28,1,"api",1,4,4,19.0
376,109,2024-10-15,2,"dashboard,collaboration,search,search",4,5,2,15.0
377,109,2024-08-12,4,"automation,collaboration,dashboard,analytics,api,search",6,1,0,29.0
378,110,2025-06-30,38,"notifications,automation,notifications,collaboration,notifications",5,2,2,107.0
379,110,2025-07-21,23,"integrations",1,4,1,137.0
380,110,2025-10-14,19,"collaboration,analytics,analytics,export,collaboration,analytics",6,4,0,150.0
381,110,2025-11-03,5,"api,export,collaboration,search,search,notifications,collaboration",7,2,2,109.0
382,110,2025-10-16,10,"api,analytics,automation,notifications,api,dashboard,api",7,4,1,64.0
383,110,2025-11-01,19,"collaboration,collaboration,dashboard,integrations",4,3,3,130.0
384,111,2025-01-13,29,"automation",1,1,1,176.0
385,111,2025-05-10,1,"reports,reports,automation",3,0,0,110.0
386,111,2024-10-28,49,"integrations,export,notifications,dashboard,analytics,api,reports",7,4,1,103.0
387,111,2025-01-22,4,"reports,automation,dashboard,collaboration",4,4,1,79.0
388,111,2025-03-21,35,"api,automation,reports,export,integrations,analytics,analytics",7,3,3,129.0
389,112,2025-05-26,5,"analytics,export,collaboration,search",4,2,1,13.0
390,112,2025-02-14,1,"api",1,0,0,26.0
391,112,2025-10-01,1,"collaboration,notifications",2,4,3,26.0
392,112,2025-07-18,3,"automation,analytics",2,2,2,30.0
393,112,2025-11-08,5,"collaboration,collaboration,integrations",3,4,1,29.0
394,113,2025-09-17,42,"analytics,analytics",2,1,0,69.0
395,113,2025-11-20,21,"export,collaboration,api,reports,analytics,analytics",6,5,1,41.0
396,113,2025-09-07,47,"analytics,automation",2,0,0,14.0
397,113,2025-09-02,9,"search,integrations,api",3,1,0,20.0
398,114,2025-08-08,5,"api,dashboard,search,dashboard",4,0,0,21.0
399,114,2025-09-27,3,"analytics,collaboration,automation,export,collaboration",5,5,1,12.0
400,114,2025-06-18,5,"analytics",1,3,2,30.0
401,115,2025-08-20,4,"search,api",2,1,1,3.0
402,116,2025-11-28,4,"notifications,export,integrations",3,3,1,11.0
403,116,2025-11-25,3,"export,api,search",3,0,0,29.0
404,116,2025-11-06,2,"notifications,search,reports,analytics",4,0,0,5.0
405,116,2025-11-09,3,"analytics,export,api,export,analytics",5,2,1,18.0
406,117,2025-11-03,4,"analytics,collaboration,search,analytics,api,dashboard",6,0,0,8.0
407,117,2025-03-21,3,"reports,analytics,api",3,3,1,10.0
408,117,2025-07-17,2,"collaboration,reports,analytics,api,export,collaboration",6,1,0,18.0
409,117,2025-07-07,0,"api,export,search,collaboration,reports",5,4,4,25.0
410,118,2025-05-09,8,"reports",1,2,0,118.0
411,118,2024-12-20,47,"search",1,0,0,41.0
412,118,2024-06-18,28,"collaboration,analytics,collaboration,integrations,export",5,0,0,153.0
413,118,2023-12-14,23,"analytics,collaboration,analytics,notifications,collaboration",5,2,2,121.0
414,118,2025-04-25,25,"search,analytics",2,1,0,166.0
415,118,2025-10-16,12,"notifications,search,automation,search",4,0,0,102.0
416,119,2025-10-28,4,"automation,dashboard,notifications,search",4,1,0,174.0
417,119,2025-04-28,22,"automation,analytics,analytics",3,5,3,122.0
418,120,2025-02-12,3,"analytics,dashboard,reports,search,reports,integrations",6,5,3,17.0
419,120,2024-10-21,3,"reports",1,2,2,17.0
420,120,2025-02-18,0,"search,dashboard,reports",3,1,0,4.0
421,121,2024-01-28,21,"export,integrations,export,automation,analytics",5,4,0,103.0
422,121,2025-06-21,18,"collaboration,dashboard,notifications,analytics,analytics,reports,analytics",7,1,0,118.0
423,121,2025-05-02,11,"reports,notifications,integrations,notifications,reports,search,reports",7,3,2,152.0
424,121,2023-10-30,24,"api",1,5,4,38.0
425,122,2025-08-11,0,"export,notifications,search,export,reports",5,0,0,19.0
426,123,2025-11-30,1,"api,export,integrations",3,0,0,20.0
427,123,2025-11-19,2,"integrations,collaboration,export,search,automation,collaboration",6,0,0,28.0
428,123,2025-10-27,5,"dashboard,collaboration,collaboration,dashboard,notifications",5,4,2,26.0
429,123,2025-11-17,5,"integrations,integrations,api,analytics,notifications,automation,reports",7,1,0,24.0
430,124,2025-10-11,1,"export,notifications,notifications,automation,automation",5,1,0,28.0
431,125,2025-09-29,43,"automation,automation,dashboard,search",4,3,0,41.0
432,125,2025-10-21,46,"automation,export,search",3,3,3,112.0
433,126,2025-01-14,22,"reports,notifications,notifications,automation,notifications",5,1,0,19.0
434,126,2025-10-03,14,"integrations,export,reports,analytics,reports,integrations,export",7,2,0,70.0
435,126,2023-09-10,31,"automation,automation,dashboard,automation,collaboration,reports,api",7,4,3,109.0
436,126,2025-07-01,10,"notifications,dashboard,export",3,2,1,163.0
437,127,2025-11-01,39,"notifications,export,export,analytics",4,1,1,105.0
438,127,2025-10-30,32,"export",1,1,0,122.0
439,127,2025-08-12,8,"reports,integrations,search,collaboration,collaboration,automation",6,4,1,115.0
440,127,2025-08-01,15,"export,search,collaboration,dashboard,automation",5,2,2,38.0
441,128,2025-11-09,5,"api,collaboration,dashboard,notifications",4,4,1,12.0
442,128,2025-11-12,5,"reports",1,2,0,16.0
443,128,2025-11-27,5,"dashboard,api,collaboration,search",4,2,0,20.0
444,128,2025-11-18,4,"reports,collaboration,collaboration",3,5,2,19.0
445,128,2025-11-23,5,"dashboard,integrations,automation,collaboration,integrations",5,5,1,26.0
446,128,2025-11-14,1,"collaboration,automation,automation,collaboration,automation,collaboration,api",7,5,0,6.0
447,129,2024-08-31,3,"reports,export",2,5,0,4.0
448,129,2025-06-03,0,"api,automation,integrations",3,5,2,24.0
449,130,2025-06-12,42,"integrations,collaboration,dashboard,reports,dashboard,analytics",6,0,0,47.0
450,130,2025-06-17,48,"analytics,search,reports,api,search,export",6,0,0,47.0
451,131,2025-06-09,18,"notifications",1,2,1,117.0
452,131,2024-05-03,42,"dashboard",1,0,0,77.0
453,131,2025-06-20,8,"export,analytics,dashboard",3,1,0,163.0
454,131,2024-03-20,18,"analytics,dashboard,reports,analytics,analytics",5,1,0,176.0
455,132,2025-09-22,24,"reports,api,collaboration,collaboration,automation",5,1,1,180.0
456,132,2025-05-25,2,"integrations,export,notifications,integrations,notifications",5,4,2,161.0
457,132,2025-02-15,34,"api,automation,search,search,export,dashboard,search",7,3,3,9.0
458,132,2025-03-23,4,"export,notifications,integrations",3,3,2,37.0
459,133,2025-03-25,38,"search,reports,export",3,2,1,101.0
460,133,2025-06-06,15,"dashboard,export,export,search",4,5,5,16.0
461,134,2024-08-17,18,"analytics,export",2,1,0,177.0
462,134,2025-03-12,6,"api,api",2,0,0,63.0
463,134,2025-10-20,36,"search,integrations,analytics,integrations",4,4,3,136.0
464,134,2024-09-09,45,"collaboration,export,notifications",3,3,0,15.0
465,134,2024-10-08,17,"export,collaboration",2,5,2,57.0
466,134,2025-06-06,44,"automation,api,export,analytics",4,0,0,101.0
467,135,2025-03-14,21,"notifications,integrations",2,5,3,67.0
468,135,2025-06-25,40,"analytics",1,4,4,6.0
469,135,2025-08-14,26,"dashboard,automation,api,export,reports",5,5,3,85.0
470,136,2024-11-20,2,"collaboration,api,export,integrations,integrations,analytics,search",7,3,3,11.0
471,136,2025-03-19,5,"dashboard,integrations,export,integrations",4,2,0,17.0
472,137,2025-11-25,2,"automation,integrations,analytics",3,5,5,11.0
473,137,2025-10-29,5,"integrations,api,search,integrations,reports,collaboration,reports",7,5,3,3.0
474,138,2025-07-29,3,"export,api,export,integrations,notifications,automation",6,1,1,83.0
475,138,2025-08-25,2,"search,dashboard,analytics,collaboration",4,2,0,123.0
476,138,2025-04-23,22,"automation,automation,export,collaboration,analytics,notifications,api",7,2,0,130.0
477,138,2025-11-02,31,"reports,integrations,collaboration,reports,search",5,5,2,91.0
478,138,2025-09-29,9,"notifications,integrations,search,api,analytics,collaboration",6,0,0,141.0
479,138,2025-04-06,25,"analytics,automation,dashboard,analytics,analytics,reports",6,3,3,126.0
480,139,2024-10-02,10,"collaboration,api,integrations,search,integrations,automation,notifications",7,0,0,180.0
481,139,2024-06-28,43,"api,integrations",2,1,1,71.0
482,139,2025-06-07,16,"collaboration,collaboration,search,collaboration,analytics,search,api",7,5,5,159.0
483,139,2025-01-06,18,"integrations,integrations",2,5,0,111.0
484,140,2025-11-20,24,"analytics,reports,export,automation,automation,api,reports",7,1,0,23.0
485,140,2025-05-01,44,"automation,dashboard,dashboard",3,5,3,121.0
486,140,2025-02-08,41,"reports,notifications,analytics,notifications,collaboration,automation,reports",7,3,0,34.0
487,140,2025-05-18,3,"reports,analytics,analytics,export,analytics,search,integrations",7,0,0,132.0
488,140,2024-12-10,43,"automation,automation,api,export",4,2,1,14.0
489,141,2024-12-10,2,"collaboration,dashboard,notifications,export,dashboard",5,2,0,67.0
490,141,2025-01-28,11,"export,search,search,automation",4,3,2,46.0
491,141,2025-05-04,20,"automation,collaboration",2,0,0,19.0
492,141,2024-05-31,47,"integrations,reports,notifications,notifications,integrations,automation",6,0,0,106.0
493,141,2024-07-15,35,"search,dashboard,api,analytics,export",5,0,0,79.0
494,141,2024-10-11,34,"search,export,automation,analytics",4,4,0,31.0
495,142,2025-07-28,1,"automation,reports,integrations,search,integrations",5,2,1,26.0
496,142,2025-08-12,3,"integrations,notifications,export,api,collaboration,notifications",6,5,5,5.0
497,142,2025-08-01,5,"export,collaboration",2,1,0,28.0
498,143,2024-11-14,2,"collaboration",1,3,3,27.0
499,143,2025-05-04,2,"notifications,analytics,dashboard,api",4,4,2,29.0
500,143,2025-06-11,3,"export,search",2,0,0,18.0
501,143,2025-06-18,1,"integrations,integrations,search,api,analytics",5,1,0,24.0
502,143,2025-04-10,2,"reports",1,0,0,25.0
503,143,2024-12-02,2,"search",1,2,1,28.0
504,144,2024-06-10,0,"dashboard,automation,analytics,notifications,collaboration",5,2,2,24.0
505,145,2025-09-04,3,"analytics,collaboration,reports",3,3,2,78.0
506,145,2023-06-13,6,"integrations,collaboration",2,2,0,114.0
507,145,2023-09-22,42,"integrations,notifications,collaboration,search,integrations,collaboration",6,2,1,82.0
508,145,2024-09-21,4,"collaboration,reports,export,search,integrations",5,4,4,38.0
509,146,2025-09-21,21,"search,export,collaboration,automation",4,1,1,110.0
510,146,2024-03-28,28,"api,notifications,automation,analytics,automation,collaboration",6,5,1,74.0
511,146,2025-04-13,15,"reports,search,automation,reports,integrations,dashboard,integrations",7,1,1,164.0
512,146,2024-06-12,1,"export,analytics,reports,dashboard,automation,export,search",7,1,0,124.0
513,147,2024-10-24,31,"export,dashboard,dashboard,integrations",4,4,1,31.0
514,147,2025-01-29,20,"export,automation,search,notifications,dashboard,api",6,3,1,103.0
515,147,2025-10-05,26,"reports,integrations,dashboard,export",4,3,3,23.0
516,147,2024-08-12,16,"collaboration",1,1,0,140.0
517,147,2025-05-18,14,"collaboration,collaboration",2,3,2,128.0
518,148,2025-03-17,41,"notifications,search,export,api,api,automation",6,1,0,5.0
519,148,2023-12-27,45,"search,collaboration",2,4,0,55.0
520,148,2024-10-17,13,"integrations,reports,collaboration,export,integrations,search,notifications",7,3,0,114.0
521,148,2025-03-10,21,"notifications,reports,automation,dashboard,api,api",6,5,4,149.0
522,149,2025-09-22,23,"automation,dashboard,notifications,dashboard",4,5,3,12.0
523,149,2024-09-16,17,"search,search,search,reports",4,1,1,59.0
524,149,2024-06-23,9,"analytics",1,1,0,166.0
525,149,2024-03-15,49,"automation,collaboration,api,automation,collaboration,integrations",6,5,0,136.0
526,149,2023-12-09,8,"analytics,export,export",3,4,1,80.0
527,149,2025-06-22,35,"integrations",1,0,0,104.0
528,150,2025-04-04,2,"automation,reports,integrations,dashboard,automation,search",6,3,0,93.0
529,150,2025-10-13,5,"integrations,reports,reports",3,5,1,43.0
530,150,2024-11-01,40,"dashboard,collaboration,dashboard,integrations",4,0,0,118.0
531,150,2024-01-17,36,"collaboration,collaboration,api,reports,integrations,analytics,export",7,1,0,168.0
532,150,2025-05-30,23,"automation,reports,api,automation,reports,export,analytics",7,3,1,147.0
533,150,2024-07-29,48,"search,automation",2,4,2,138.0
534,151,2025-11-21,3,"search,reports,export,notifications",4,4,3,27.0
535,151,2025-11-15,1,"analytics,search",2,1,1,17.0
536,151,2025-11-23,1,"reports,export,analytics,dashboard,analytics",5,1,0,17.0
537,152,2025-07-07,29,"reports,reports",2,2,0,77.0
538,152,2025-01-26,2,"export",1,2,0,101.0
539,153,2023-12-31,24,"dashboard,integrations,export,export,api,export",6,2,1,165.0
540,153,2023-09-16,33,"api,collaboration,collaboration",3,2,0,13.0
541,153,2024-08-14,24,"collaboration,reports,collaboration,search",4,3,0,127.0
542,153,2025-05-13,33,"api,automation,search,collaboration",4,1,0,68.0
543,153,2025-07-05,38,"collaboration,reports",2,4,1,19.0
544,154,2025-09-06,11,"api,notifications",2,2,0,144.0
545,154,2025-10-02,2,"notifications,search,integrations,export,reports",5,3,3,10.0
546,154,2025-10-31,12,"api,integrations,automation",3,4,4,179.0
547,154,2025-10-03,49,"dashboard,analytics,search,export,search,dashboard,search",7,3,0,124.0
548,154,2025-07-19,40,"dashboard",1,0,0,143.0
549,154,2025-08-25,26,"dashboard,export,collaboration,integrations,notifications",5,3,2,86.0
550,155,2025-10-31,35,"export,automation,analytics,analytics,search,automation",6,0,0,78.0
551,155,2025-11-03,48,"automation,integrations,analytics,automation,export,analytics",6,0,0,43.0
552,155,2025-11-01,39,"api,dashboard,reports,analytics,automation",5,1,0,77.0
553,156,2025-11-28,3,"notifications,search,export,analytics,collaboration",5,3,3,28.0
554,157,2025-06-20,11,"api,search,api,reports,api,collaboration",6,3,0,166.0
555,157,2025-05-30,36,"collaboration,analytics,automation",3,1,0,85.0
556,157,2025-09-01,32,"dashboard,analytics,reports,reports",4,2,1,22.0
557,157,2025-09-02,43,"integrations,dashboard,collaboration,api,analytics,notifications,search",7,5,3,80.0
558,157,2025-10-21,23,"automation,reports,dashboard,integrations,reports,collaboration",6,1,0,36.0
559,157,2025-10-16,50,"automation,api,collaboration",3,5,5,81.0
560,158,2024-01-09,35,"export,reports,automation,automation",4,2,1,178.0
561,158,2023-06-25,12,"api,notifications,analytics,api",4,5,2,23.0
562,158,2024-12-18,31,"api,collaboration",2,0,0,143.0
563,158,2023-05-14,45,"notifications",1,3,2,73.0
564,159,2025-05-21,17,"export,automation,analytics,automation,export",5,3,2,172.0
565,159,2025-07-06,10,"reports,dashboard,analytics,dashboard,export,export",6,1,0,32.0
566,159,2024-10-08,9,"automation,notifications,reports,analytics",4,5,3,103.0
567,159,2024-11-05,4,"api,api,integrations,api,export,reports",6,3,1,10.0
568,159,2024-08-10,1,"automation,collaboration,api",3,5,1,37.0
569,160,2025-01-13,34,"notifications,reports,notifications,integrations,export,integrations",6,5,3,133.0
570,160,2025-09-08,47,"notifications,notifications,notifications,notifications,export,dashboard,notifications",7,5,1,152.0
571,160,2025-11-18,38,"notifications",1,1,0,156.0
572,161,2025-07-07,3,"analytics,integrations",2,0,0,24.0
573,161,2025-07-07,5,"api,integrations,reports,collaboration",4,5,3,23.0
574,161,2025-03-06,3,"export,analytics,reports,api",4,4,0,24.0
575,161,2025-07-28,3,"notifications,analytics,reports",3,5,2,25.0
576,162,2024-06-08,3,"analytics,api,search,analytics,analytics,collaboration",6,5,3,16.0
577,162,2024-10-18,1,"dashboard,notifications,collaboration,analytics,reports,reports",6,0,0,8.0
578,162,2025-08-27,1,"reports,search,analytics",3,0,0,18.0
579,163,2024-12-06,44,"collaboration,analytics,analytics,api,notifications",5,5,3,84.0
580,163,2025-11-29,40,"analytics,notifications,automation",3,4,3,177.0
581,164,2025-09-25,22,"collaboration,api",2,2,2,169.0
582,164,2025-02-21,32,"notifications,collaboration,export",3,3,2,145.0
583,164,2025-10-18,11,"integrations,notifications,notifications",3,4,3,138.0
584,164,2025-03-15,13,"api,reports,collaboration,notifications",4,1,0,49.0
585,164,2024-08-30,31,"automation,integrations",2,3,3,92.0
586,165,2024-11-07,4,"integrations",1,0,0,54.0
587,165,2025-06-03,35,"dashboard,analytics,dashboard,analytics",4,5,4,155.0
588,165,2024-06-16,3,"search,analytics,integrations",3,4,2,28.0
589,165,2025-03-16,27,"notifications,integrations",2,5,2,112.0
590,165,2025-10-07,21,"collaboration,automation,search,automation",4,5,3,105.0
591,165,2025-11-02,38,"search,dashboard",2,5,2,100.0
592,166,2024-07-30,41,"collaboration",1,0,0,71.0
593,166,2024-02-12,35,"notifications,reports,automation",3,2,2,96.0
594,167,2025-07-12,34,"dashboard",1,0,0,26.0
595,167,2025-02-10,42,"search,api,automation,analytics,search",5,4,2,78.0
596,167,2024-11-25,35,"search,integrations",2,5,1,49.0
597,167,2024-11-22,42,"dashboard,automation,api,analytics,collaboration",5,2,1,19.0
598,167,2023-09-12,12,"search,reports,search,reports,integrations",5,5,1,48.0
599,168,2024-03-25,22,"collaboration,export,api,export",4,1,0,38.0
600,168,2025-06-03,15,"notifications,automation,collaboration",3,1,0,35.0
601,169,2025-11-15,0,"automation,reports,dashboard,reports,search",5,5,4,2.0
602,169,2025-10-28,3,"api,export",2,0,0,12.0
603,170,2025-01-10,13,"dashboard,integrations,automation,integrations",4,3,2,136.0
604,170,2025-11-23,9,"export,analytics",2,1,0,160.0
605,170,2025-02-05,20,"api,integrations,api,integrations,notifications",5,0,0,157.0
606,170,2025-09-24,10,"search,integrations,export",3,3,0,99.0
607,170,2024-03-31,34,"api",1,5,4,121.0
608,170,2025-04-19,13,"integrations",1,1,1,158.0
609,171,2024-03-26,42,"dashboard,search,automation,reports,collaboration",5,3,0,10.0
610,171,2024-03-29,7,"search,reports,reports,collaboration,automation,reports,reports",7,1,1,148.0
611,172,2025-10-23,2,"analytics,analytics",2,2,1,19.0
612,172,2025-10-20,0,"search,notifications,integrations,notifications,dashboard,notifications,integrations",7,1,0,29.0
613,172,2025-09-03,5,"analytics",1,3,3,16.0
614,173,2025-08-16,31,"automation,reports,notifications,collaboration",4,1,1,7.0
615,173,2025-08-15,2,"dashboard,export,collaboration,analytics,reports",5,1,0,22.0
616,173,2025-11-04,22,"analytics,analytics,reports",3,0,0,22.0
617,173,2025-09-26,32,"dashboard,collaboration,search",3,5,3,176.0
618,173,2025-06-01,40,"dashboard,integrations,dashboard,reports,search",5,0,0,149.0
619,174,2025-11-14,16,"collaboration",1,1,1,157.0
620,174,2025-08-21,18,"notifications,dashboard",2,2,1,134.0
621,174,2025-11-19,34,"notifications,export",2,3,3,5.0
622,174,2025-09-12,3,"dashboard,api,api,reports,automation,collaboration,collaboration",7,5,5,10.0
623,174,2025-10-27,9,"analytics,search,collaboration,notifications,reports,automation",6,1,0,21.0
624,175,2025-11-30,46,"api,notifications,search,automation",4,4,2,54.0
625,175,2025-10-23,29,"automation,analytics,analytics,dashboard,reports",5,3,0,54.0
626,175,2025-06-23,31,"analytics,notifications",2,0,0,136.0
627,175,2025-09-14,25,"collaboration,reports,automation",3,1,1,132.0
628,176,2025-03-24,2,"analytics,analytics",2,5,3,13.0
629,176,2025-09-28,0,"search,dashboard,integrations,integrations,dashboard",5,2,0,1.0
630,177,2023-10-07,6,"automation,automation,automation",3,5,0,78.0
631,177,2025-07-23,14,"dashboard,analytics,api,analytics",4,5,5,19.0
632,178,2025-03-17,2,"integrations,integrations",2,4,2,153.0
633,178,2025-10-19,33,"integrations,automation,automation,analytics,collaboration",5,5,3,80.0
634,178,2025-06-02,3,"analytics,analytics,search",3,5,5,142.0
635,178,2025-10-06,2,"collaboration,export,reports",3,4,1,58.0
636,178,2025-05-27,6,"notifications,dashboard,integrations,analytics,search,notifications,automation",7,2,1,48.0
637,179,2025-11-29,1,"notifications,collaboration,analytics,automation,integrations,notifications,search",7,2,2,14.0
638,179,2025-07-30,3,"dashboard",1,2,2,146.0
639,179,2025-10-21,44,"analytics",1,2,0,157.0
640,179,2025-07-08,5,"automation",1,0,0,10.0
641,179,2025-08-08,9,"dashboard,integrations,reports,notifications,automation,notifications,export",7,5,5,98.0
642,179,2025-07-18,6,"search,reports",2,1,1,134.0
643,180,2025-04-06,42,"notifications,automation,notifications,search,dashboard",5,1,0,150.0
644,180,2025-09-04,28,"collaboration,analytics,export",3,3,2,26.0
645,180,2025-02-17,38,"collaboration,api,integrations",3,1,1,70.0
646,180,2025-11-01,16,"search,search,analytics",3,5,3,62.0
647,181,2025-10-26,2,"collaboration,search,analytics,integrations",4,3,0,170.0
648,181,2025-10-03,7,"automation,reports,integrations,automation,export",5,3,2,134.0
649,181,2025-07-26,24,"integrations",1,1,1,108.0
650,182,2023-09-28,20,"dashboard",1,5,2,25.0
651,182,2023-08-04,36,"api,reports,analytics,notifications,api,export",6,5,0,27.0
652,182,2023-12-14,1,"analytics,api,search,search,reports",5,3,3,180.0
653,182,2023-07-28,17,"reports,analytics,search,automation",4,2,2,121.0
654,182,2024-04-09,12,"automation,api,search,automation,export",5,2,2,81.0
655,183,2025-11-02,16,"automation,notifications,reports,integrations,dashboard",5,4,4,130.0
656,183,2025-11-11,12,"automation,automation,reports,search",4,0,0,40.0
657,183,2025-07-01,49,"search",1,3,3,47.0
658,184,2025-05-29,25,"dashboard,dashboard",2,3,3,150.0
659,184,2025-09-20,8,"reports,api",2,0,0,82.0
660,184,2025-03-29,6,"integrations,notifications,notifications,integrations",4,2,1,73.0
661,185,2025-01-09,7,"dashboard,collaboration,search,notifications,reports,analytics",6,3,0,78.0
662,185,2025-01-09,17,"collaboration,notifications,dashboard,dashboard,automation",5,5,3,169.0
663,185,2025-03-15,18,"automation,analytics,search,collaboration,automation",5,2,2,96.0
664,186,2024-12-10,39,"analytics,export,automation,dashboard,reports,search,notifications",7,1,1,46.0
665,186,2023-08-20,13,"api,api",2,2,2,55.0
666,186,2024-08-10,34,"analytics,notifications,notifications,reports,integrations",5,4,3,73.0
667,186,2025-02-23,3,"api",1,2,1,168.0
668,187,2024-07-08,32,"analytics,search,notifications",3,0,0,49.0
669,187,2024-01-24,37,"collaboration",1,5,4,150.0
670,187,2025-05-02,3,"automation,dashboard",2,3,0,123.0
671,187,2024-10-30,11,"api,notifications",2,3,0,93.0
672,188,2023-08-20,4,"reports,automation,export,automation,reports,api,analytics",7,4,4,30.0
673,188,2025-10-11,3,"notifications,api,analytics,analytics,collaboration,reports",6,5,2,21.0
674,189,2025-04-24,29,"analytics,dashboard,integrations",3,3,3,7.0
675,189,2025-10-31,44,"reports,export",2,4,4,51.0
676,190,2024-08-29,45,"analytics,dashboard,reports,notifications",4,1,1,52.0
677,190,2024-11-22,17,"dashboard,api,notifications,analytics",4,4,1,47.0
678,191,2025-07-16,48,"api,search,integrations,integrations,analytics,collaboration,automation",7,4,2,175.0
679,191,2025-02-13,49,"integrations,search,search",3,0,0,156.0
680,192,2025-06-06,1,"analytics,api,search,analytics,integrations",5,2,1,9.0
681,192,2025-03-31,2,"notifications,notifications,automation,api,export",5,4,2,2.0
682,193,2025-01-03,4,"analytics,integrations,integrations,dashboard,reports",5,1,1,21.0
683,193,2025-04-24,33,"search,notifications,analytics,notifications,automation",5,3,2,152.0
684,193,2024-06-17,50,"dashboard,notifications,dashboard",3,5,0,45.0
685,193,2025-06-08,11,"api,api,api,reports",4,4,4,17.0
686,193,2025-02-27,46,"automation",1,5,4,72.0
687,193,2025-04-11,1,"automation,analytics,notifications,api,api",5,0,0,16.0
688,194,2025-01-29,2,"notifications,export,notifications,analytics,integrations,reports,notifications",7,3,1,171.0
689,194,2024-07-24,10,"search,dashboard,search,api,dashboard",5,0,0,111.0
690,194,2024-12-25,14,"reports,notifications,api",3,1,1,142.0
691,194,2025-01-15,24,"api,collaboration,analytics,api,search",5,1,0,104.0
692,194,2024-12-15,1,"api,search,search,analytics,notifications",5,0,0,19.0
693,194,2025-03-28,16,"automation,dashboard",2,1,0,135.0
694,195,2025-09-29,37,"analytics",1,0,0,65.0
695,195,2025-09-15,44,"integrations,dashboard,export,reports,analytics",5,5,0,49.0
696,195,2025-01-05,14,"collaboration",1,3,2,57.0
697,196,2025-07-31,30,"reports,notifications,reports,api",4,3,3,57.0
698,196,2025-09-20,33,"integrations,search,reports,reports",4,3,1,161.0
699,196,2025-09-01,26,"integrations,search,collaboration,analytics,notifications",5,2,2,83.0
700,197,2025-01-08,13,"api",1,4,0,153.0
701,197,2025-07-30,37,"analytics,automation,analytics,reports",4,2,2,121.0
702,197,2024-12-13,23,"export,dashboard,analytics,notifications,api,collaboration,dashboard",7,3,0,50.0
703,197,2025-07-11,18,"analytics,api,analytics,integrations,analytics,analytics",6,4,0,45.0
704,197,2025-04-05,10,"collaboration,search,notifications",3,1,0,66.0
705,198,2025-11-05,2,"export",1,1,0,7.0
706,198,2025-10-21,3,"reports,dashboard,automation,reports,reports,analytics,search",7,2,2,19.0
707,199,2024-09-12,48,"export,reports,integrations,search",4,5,3,153.0
708,199,2025-11-09,14,"notifications,notifications,integrations,search,search",5,0,0,133.0
709,200,2025-07-17,31,"api,notifications,export,automation,analytics",5,5,2,89.0
710,200,2024-07-24,22,"search",1,1,0,95.0
711,201,2025-06-26,5,"notifications,dashboard,reports,reports,automation",5,2,2,12.0
712,201,2025-07-19,3,"dashboard,reports,reports,analytics,search",5,1,0,27.0
713,201,2025-11-25,1,"integrations,dashboard,integrations,integrations,notifications",5,1,0,1.0
714,201,2025-09-11,1,"automation,analytics,automation",3,4,2,6.0
715,202,2025-01-21,47,"api,collaboration,notifications",3,5,0,48.0
716,202,2023-09-09,37,"export,automation,notifications,collaboration,api",5,3,2,105.0
717,202,2024-03-01,15,"collaboration,automation,reports,export,search,export",6,2,2,144.0
718,202,2025-08-02,41,"integrations,notifications,collaboration,reports,analytics,dashboard,automation",7,3,0,135.0
719,202,2025-10-31,31,"api,integrations,analytics,api",4,1,1,44.0
720,203,2024-08-21,41,"notifications,analytics,collaboration,reports,dashboard,dashboard",6,3,1,49.0
721,203,2025-09-27,47,"dashboard,automation,notifications,notifications",4,1,0,125.0
722,203,2025-07-18,34,"integrations,notifications,integrations,reports",4,2,2,175.0
723,203,2024-08-03,34,"notifications,api",2,3,2,88.0
724,203,2024-04-13,7,"collaboration,search,collaboration,api,search",5,2,1,47.0
725,204,2025-10-20,31,"search",1,2,2,161.0
726,204,2025-09-17,50,"automation,dashboard",2,2,0,28.0
727,204,2025-10-05,13,"export,collaboration,api,reports",4,4,2,68.0
728,204,2025-10-12,1,"dashboard,analytics,export,notifications,automation",5,5,5,156.0
729,205,2025-10-25,10,"export,collaboration,analytics,notifications,analytics,search",6,5,4,137.0
730,205,2025-09-08,38,"automation,integrations,analytics",3,3,0,42.0
731,205,2025-11-30,19,"reports,analytics,notifications,analytics",4,1,0,119.0
732,205,2025-08-26,37,"collaboration,automation,export,reports,analytics,api,analytics",7,1,0,154.0
733,205,2025-10-11,21,"dashboard",1,0,0,36.0
734,206,2025-09-12,24,"integrations,api,reports",3,0,0,92.0
735,206,2024-01-31,24,"integrations,search,export,reports",4,3,0,171.0
736,206,2025-04-21,22,"automation",1,5,2,43.0
737,206,2025-07-10,49,"integrations,analytics,api,analytics",4,4,4,111.0
738,206,2025-11-30,10,"integrations,integrations,integrations,dashboard,dashboard,export,automation",7,4,2,146.0
739,207,2025-10-22,5,"analytics,notifications",2,2,1,155.0
740,207,2025-09-04,11,"dashboard,api,dashboard,export,integrations",5,1,1,61.0
741,207,2025-11-19,41,"notifications,collaboration,reports",3,3,3,99.0
742,208,2025-10-12,4,"dashboard,integrations,analytics,automation,search,collaboration",6,4,1,21.0
743,208,2025-10-23,1,"integrations,api,integrations",3,2,0,10.0
